campaign_id,channel_id,category,channel,budget,spend,tracking_code,campaign_channel_id
10171,152,TV,Smart TV/Console App,23600,29264,7YZJHL,10171TV7YZJHL
10172,153,TV,TV advert,4500,4140,5KDKYS,10172TV5KDKYS
10173,908,Social,Twitter,800,848,6FVOQK,10173SO6FVOQK
10173,601,In-Store,Display,14000,13720,7GZOJT,10173IN7GZOJT
10173,202,Content,Infographics,2900,2233,3LJHAF,10173CO3LJHAF
10174,402,Email,Email Signature,1900,1805,1NJBQF,10174EM1NJBQF
10175,108,Advertising,Mobile Ad,800,904,7EBRTI,10175AD7EBRTI
10176,721,Web,Amazon Store,2100,1848,7WEEJN,10176WE7WEEJN
10176,904,Social,Forum,3900,3627,7GMOGO,10176SO7GMOGO
10176,204,Content,Report Sponsorship,3600,3240,9VOSRU,10176CO9VOSRU
10177,722,Web,Ebay Store,9500,8835,0PLVDG,10177WE0PLVDG
10177,605,In-Store,Signage,3200,3264,2RHJRC,10177IN2RHJRC
10177,203,Content,Presentation,4000,3920,5RDDBB,10177CO5RDDBB
10178,108,Advertising,Mobile Ad,800,840,8GCZWP,10178AD8GCZWP
10178,605,In-Store,Signage,3200,1600,6MWCTS,10178IN6MWCTS
10178,109,Advertising,Paid Review,1200,1080,0SYMOB,10178AD0SYMOB
10178,812,Search,SEO,2300,3197,4IOFTH,10178SE4IOFTH
10178,602,In-Store,Kiosk,4000,3640,9SPBXY,10178IN9SPBXY
10179,909,Social,Twitter account,1800,1440,1JJBJS,10179SO1JJBJS
10180,604,In-Store,POS displays,5200,4732,7GPHUP,10180IN7GPHUP
10181,112,Advertising,Receipt Code,2400,2304,7XYRUK,10181AD7XYRUK
10182,201,Content,Content marketing,2800,2716,3QDALH,10182CO3QDALH
10182,502,Event,Events,64000,76160,8EFDBN,10182EV8EFDBN
10182,303,Direct,Postal Mail,4800,4224,5MVIDL,10182DI5MVIDL
10182,903,Social,Facebook Post,700,658,2MLXLA,10182SO2MLXLA
10183,909,Social,Twitter account,1800,1404,8PMRXT,10183SO8PMRXT
10184,901,Social,Blog,700,630,9UZPDL,10184SO9UZPDL
10184,402,Email,Email Signature,1900,2052,6YPRWS,10184EM6YPRWS
10184,811,Search,PPC,6900,6555,8RFGWQ,10184SE8RFGWQ
10184,902,Social,Facebook Page,2300,2001,6MMNCV,10184SO6MMNCV
10185,203,Content,Presentation,4000,2880,2WFXPG,10185CO2WFXPG
10186,304,Direct,Swag,7400,8066,6ZQBVT,10186DI6ZQBVT
10187,909,Social,Twitter account,1800,1980,7UHLDX,10187SO7UHLDX
10187,907,Social,LinkedIn Post,1400,1316,4FNPHE,10187SO4FNPHE
10187,801,PR,Press Release,4700,4371,6FNMGJ,10187PR6FNMGJ
10187,721,Web,Amazon Store,2100,1806,0OKOXA,10187WE0OKOXA
10188,723,Web,Microsites,2000,1260,7GGEOF,10188WE7GGEOF
10189,910,Social,Youtube channel,800,528,1HGTLQ,10189SO1HGTLQ
10189,903,Social,Facebook Post,700,777,1OMKHR,10189SO1OMKHR
10190,801,PR,Press Release,4700,3901,1ZXFZR,10190PR1ZXFZR
10190,304,Direct,Swag,7400,6364,9GKBAJ,10190DI9GKBAJ
10191,151,TV,Program Sponsorship,28400,28968,5MPGRI,10191TV5MPGRI
10191,402,Email,Email Signature,1900,513,3ATNWI,10191EM3ATNWI
10192,301,Direct,Alliance Marketing,9500,7125,2NBNTE,10192DI2NBNTE
10192,603,In-Store,Loyalty card,2700,2835,2KPQCG,10192IN2KPQCG
10193,812,Search,SEO,2300,1886,3VZQMD,10193SE3VZQMD
10193,801,PR,Press Release,4700,3431,4SMWPW,10193PR4SMWPW
10194,101,Advertising,Aggregator,700,588,6SUDSP,10194AD6SUDSP
10194,905,Social,Influencer outreach,2100,945,5NGVBB,10194SO5NGVBB
10194,401,Email,Email Blast,2800,3248,0RZATU,10194EM0RZATU
10194,723,Web,Microsites,2000,2260,4TEBHC,10194WE4TEBHC
10194,304,Direct,Swag,7400,6882,8FGDBI,10194DI8FGDBI
10194,303,Direct,Postal Mail,4800,4848,3YJXSJ,10194DI3YJXSJ
10195,702,Mobile,SMS,3900,3042,0QRNEA,10195MO0QRNEA
10196,109,Advertising,Paid Review,1200,1044,9HYARV,10196AD9HYARV
10197,902,Social,Facebook Page,2300,1955,5ALAOM,10197SO5ALAOM
10198,203,Content,Presentation,4000,4480,6QRUDX,10198CO6QRUDX
10199,908,Social,Twitter,800,904,5PUAKG,10199SO5PUAKG
10200,802,PR,Public Relations,6300,7308,3AJZSS,10200PR3AJZSS
10201,910,Social,Youtube channel,800,880,7UCHKR,10201SO7UCHKR
10201,401,Email,Email Blast,2800,3304,2MVDBD,10201EM2MVDBD
10202,109,Advertising,Paid Review,1200,1548,6DMYKX,10202AD6DMYKX
10202,909,Social,Twitter account,1800,1746,1UXYDW,10202SO1UXYDW
10203,301,Direct,Alliance Marketing,9500,6555,2NVTMT,10203DI2NVTMT
10204,909,Social,Twitter account,1800,1962,7HBIEF,10204SO7HBIEF
10204,901,Social,Blog,700,637,2JSLVT,10204SO2JSLVT
10205,910,Social,Youtube channel,800,752,2PGFIZ,10205SO2PGFIZ
10206,106,Advertising,LinkedIn Ad,1000,740,4LWTIT,10206AD4LWTIT
10206,905,Social,Influencer outreach,2100,2541,7CNELK,10206SO7CNELK
10206,802,PR,Public Relations,6300,6237,1LUCSE,10206PR1LUCSE
10206,108,Advertising,Mobile Ad,800,800,3OAXCQ,10206AD3OAXCQ
10207,113,Advertising,Sports Sponsorship,54700,59076,7LLZFJ,10207AD7LLZFJ
10208,153,TV,TV advert,4500,3600,4HVNQL,10208TV4HVNQL
10208,502,Event,Events,64000,69760,0EHTQO,10208EV0EHTQO
10209,901,Social,Blog,700,721,4LKLSE,10209SO4LKLSE
10209,811,Search,PPC,6900,4347,2AOOIE,10209SE2AOOIE
10209,604,In-Store,POS displays,5200,5148,8XJPTZ,10209IN8XJPTZ
10210,604,In-Store,POS displays,5200,4368,3HGHXO,10210IN3HGHXO
10210,501,Event,Brand Hijack,28900,29478,3IVFJL,10210EV3IVFJL
10211,812,Search,SEO,2300,1426,5JGVSI,10211SE5JGVSI
10211,503,Event,Prizes/Exhibitions,7600,7600,0EPLQY,10211EV0EPLQY
10211,203,Content,Presentation,4000,2840,3LAQZI,10211CO3LAQZI
10212,301,Direct,Alliance Marketing,9500,11305,3YGJNF,10212DI3YGJNF
10213,802,PR,Public Relations,6300,6300,2KUFMB,10213PR2KUFMB
10213,201,Content,Content marketing,2800,3388,3THXAW,10213CO3THXAW
10214,906,Social,LinkedIn Group,1400,1302,6LHTYF,10214SO6LHTYF
10215,721,Web,Amazon Store,2100,2331,8HSCNI,10215WE8HSCNI
10215,112,Advertising,Receipt Code,2400,1464,0EUPAK,10215AD0EUPAK
10215,605,In-Store,Signage,3200,3616,5GRTPA,10215IN5GRTPA
10215,604,In-Store,POS displays,5200,3536,2TNCXN,10215IN2TNCXN
10216,605,In-Store,Signage,3200,3296,3KMVLX,10216IN3KMVLX
10217,905,Social,Influencer outreach,2100,1554,2EYHDX,10217SO2EYHDX
10217,812,Search,SEO,2300,1702,0DFTIR,10217SE0DFTIR
10218,702,Mobile,SMS,3900,3510,9JDGUR,10218MO9JDGUR
10218,702,Mobile,SMS,3900,3471,5PQNET,10218MO5PQNET
10219,114,Advertising,YouTube Pre-roll,1900,2660,5BVNCY,10219AD5BVNCY
10220,204,Content,Report Sponsorship,3600,1980,7ANACU,10220CO7ANACU
10221,904,Social,Forum,3900,2925,3HIPYV,10221SO3HIPYV
10222,903,Social,Facebook Post,700,595,5PLXMY,10222SO5PLXMY
10222,722,Web,Ebay Store,9500,7220,6FRPYQ,10222WE6FRPYQ
10223,301,Direct,Alliance Marketing,9500,8550,7NNIBL,10223DI7NNIBL
10223,111,Advertising,Radio Ad,4100,2911,7PENYT,10223AD7PENYT
10224,801,PR,Press Release,4700,4183,1YCUMH,10224PR1YCUMH
10225,721,Web,Amazon Store,2100,1722,5DYGSZ,10225WE5DYGSZ
10225,114,Advertising,YouTube Pre-roll,1900,1653,8COIZO,10225AD8COIZO
10226,205,Content,Research Paper,5900,6195,3LFKIV,10226CO3LFKIV
10227,904,Social,Forum,3900,3627,8GNBEJ,10227SO8GNBEJ
10227,801,PR,Press Release,4700,2115,4RVFHA,10227PR4RVFHA
10227,301,Direct,Alliance Marketing,9500,10165,0UZKXO,10227DI0UZKXO
10228,907,Social,LinkedIn Post,1400,1638,4IWIMS,10228SO4IWIMS
10229,723,Web,Microsites,2000,1440,9LCIUC,10229WE9LCIUC
10229,302,Direct,Catalogue,24700,33839,3VDKUU,10229DI3VDKUU
10229,101,Advertising,Aggregator,700,539,5PEAWW,10229AD5PEAWW
10229,112,Advertising,Receipt Code,2400,2640,7FYMIB,10229AD7FYMIB
10229,723,Web,Microsites,2000,2200,9CZDHL,10229WE9CZDHL
10229,908,Social,Twitter,800,848,1FDZFN,10229SO1FDZFN
10230,903,Social,Facebook Post,700,476,6FNAHK,10230SO6FNAHK
10230,605,In-Store,Signage,3200,3488,1CMBPO,10230IN1CMBPO
10231,205,Content,Research Paper,5900,6254,0ZNBXD,10231CO0ZNBXD
10231,602,In-Store,Kiosk,4000,2120,7WECCB,10231IN7WECCB
10231,602,In-Store,Kiosk,4000,3240,7YCQRX,10231IN7YCQRX
10232,702,Mobile,SMS,3900,4056,2ZNCDA,10232MO2ZNCDA
10233,205,Content,Research Paper,5900,4661,2KGQFF,10233CO2KGQFF
10234,108,Advertising,Mobile Ad,800,864,6SAKCL,10234AD6SAKCL
10234,202,Content,Infographics,2900,3654,0EWCJJ,10234CO0EWCJJ
10234,802,PR,Public Relations,6300,5166,1VXFKI,10234PR1VXFKI
10234,114,Advertising,YouTube Pre-roll,1900,874,9ZMLGE,10234AD9ZMLGE
10235,104,Advertising,In-game,1400,1078,7ALEPU,10235AD7ALEPU
10235,602,In-Store,Kiosk,4000,3240,9LKCYA,10235IN9LKCYA
10235,502,Event,Events,64000,67200,3AYMON,10235EV3AYMON
10236,112,Advertising,Receipt Code,2400,2544,5ZPEOS,10236AD5ZPEOS
10237,503,Event,Prizes/Exhibitions,7600,7220,6LVASX,10237EV6LVASX
10238,304,Direct,Swag,7400,6660,6CKVSB,10238DI6CKVSB
10238,106,Advertising,LinkedIn Ad,1000,510,2UKZMT,10238AD2UKZMT
10239,101,Advertising,Aggregator,700,588,2NNUCJ,10239AD2NNUCJ
10240,723,Web,Microsites,2000,2360,0SAJXY,10240WE0SAJXY
10240,109,Advertising,Paid Review,1200,1224,4OSVHU,10240AD4OSVHU
10240,107,Advertising,Magazine Ad,4300,4128,0TGNQS,10240AD0TGNQS
10240,602,In-Store,Kiosk,4000,4880,3NBLVY,10240IN3NBLVY
10241,301,Direct,Alliance Marketing,9500,7505,5COCRL,10241DI5COCRL
10242,702,Mobile,SMS,3900,4290,6QJXMM,10242MO6QJXMM
10243,702,Mobile,SMS,3900,4134,2YVQPC,10243MO2YVQPC
10243,304,Direct,Swag,7400,9768,4RXGYJ,10243DI4RXGYJ
10243,909,Social,Twitter account,1800,1800,0FGZPV,10243SO0FGZPV
10244,402,Email,Email Signature,1900,1406,6OWAUC,10244EM6OWAUC
10245,201,Content,Content marketing,2800,2044,6RYBKP,10245CO6RYBKP
10245,304,Direct,Swag,7400,6512,6FVMED,10245DI6FVMED
10246,604,In-Store,POS displays,5200,5096,5LKHDR,10246IN5LKHDR
10247,107,Advertising,Magazine Ad,4300,4429,9XAXZC,10247AD9XAXZC
10248,402,Email,Email Signature,1900,1710,0JEAOB,10248EM0JEAOB
10248,604,In-Store,POS displays,5200,5252,0JPVCG,10248IN0JPVCG
10249,907,Social,LinkedIn Post,1400,1022,0XSWWL,10249SO0XSWWL
10249,202,Content,Infographics,2900,1450,8EYMJS,10249CO8EYMJS
10249,906,Social,LinkedIn Group,1400,2058,7GPYNF,10249SO7GPYNF
10249,901,Social,Blog,700,770,7VMNBF,10249SO7VMNBF
10250,111,Advertising,Radio Ad,4100,3731,6IJHJS,10250AD6IJHJS
10251,905,Social,Influencer outreach,2100,1764,4MWBAO,10251SO4MWBAO
10252,502,Event,Events,64000,75520,6QZMPB,10252EV6QZMPB
10253,604,In-Store,POS displays,5200,5356,7UMWSJ,10253IN7UMWSJ
10254,101,Advertising,Aggregator,700,665,4TDICQ,10254AD4TDICQ
10255,604,In-Store,POS displays,5200,4264,0HLJLX,10255IN0HLJLX
10256,369,Telephone,Telesales,42200,43466,8FKWYY,10256TE8FKWYY
10256,605,In-Store,Signage,3200,3168,9FXWKZ,10256IN9FXWKZ
10256,909,Social,Twitter account,1800,1080,0FHNIA,10256SO0FHNIA
10257,205,Content,Research Paper,5900,6667,4LOOWZ,10257CO4LOOWZ
10257,811,Search,PPC,6900,4968,1LQRHI,10257SE1LQRHI
10258,104,Advertising,In-game,1400,2058,7AWNTQ,10258AD7AWNTQ
10259,906,Social,LinkedIn Group,1400,1456,1KZXSA,10259SO1KZXSA
10259,202,Content,Infographics,2900,2436,0DZZTG,10259CO0DZZTG
10259,106,Advertising,LinkedIn Ad,1000,870,2ORFIU,10259AD2ORFIU
10259,702,Mobile,SMS,3900,2418,8LUQGW,10259MO8LUQGW
10260,904,Social,Forum,3900,3471,3EBZHI,10260SO3EBZHI
10260,205,Content,Research Paper,5900,5782,1NVBBQ,10260CO1NVBBQ
10261,401,Email,Email Blast,2800,3024,0GAYLJ,10261EM0GAYLJ
10261,206,Content,Video,11700,14040,5NVJOC,10261CO5NVJOC
10261,402,Email,Email Signature,1900,1900,4QGOBX,10261EM4QGOBX
10261,151,TV,Program Sponsorship,28400,17892,2KYZYK,10261TV2KYZYK
10262,114,Advertising,YouTube Pre-roll,1900,2223,3PBJTE,10262AD3PBJTE
10262,723,Web,Microsites,2000,2120,2HYRUX,10262WE2HYRUX
10262,204,Content,Report Sponsorship,3600,2952,0IFYDG,10262CO0IFYDG
10262,910,Social,Youtube channel,800,856,2VSNGS,10262SO2VSNGS
10263,112,Advertising,Receipt Code,2400,3072,3PMXUS,10263AD3PMXUS
10263,503,Event,Prizes/Exhibitions,7600,6916,7WPFCI,10263EV7WPFCI
10264,702,Mobile,SMS,3900,3393,7FAMHF,10264MO7FAMHF
10265,201,Content,Content marketing,2800,3108,0CCDIW,10265CO0CCDIW
10265,603,In-Store,Loyalty card,2700,2268,9RRAKH,10265IN9RRAKH
10265,904,Social,Forum,3900,2223,1QOCUB,10265SO1QOCUB
10265,107,Advertising,Magazine Ad,4300,4128,1FYPGO,10265AD1FYPGO
10266,304,Direct,Swag,7400,7548,8UKBYH,10266DI8UKBYH
10267,906,Social,LinkedIn Group,1400,1722,3BMNWE,10267SO3BMNWE
10268,908,Social,Twitter,800,1192,0AJTHW,10268SO0AJTHW
10269,723,Web,Microsites,2000,1860,8LKTXI,10269WE8LKTXI
10270,105,Advertising,Insert,4400,4224,8BKYRW,10270AD8BKYRW
10271,902,Social,Facebook Page,2300,1955,5HVHSE,10271SO5HVHSE
10271,910,Social,Youtube channel,800,680,6EAAAZ,10271SO6EAAAZ
10271,802,PR,Public Relations,6300,6426,0EVVAT,10271PR0EVVAT
10271,102,Advertising,Billboard,9500,10640,5PFYLC,10271AD5PFYLC
10272,905,Social,Influencer outreach,2100,2436,4ISKVE,10272SO4ISKVE
10272,201,Content,Content marketing,2800,3080,3AMNQV,10272CO3AMNQV
10272,901,Social,Blog,700,693,3MXNYZ,10272SO3MXNYZ
10272,302,Direct,Catalogue,24700,37544,3HRYOE,10272DI3HRYOE
10272,201,Content,Content marketing,2800,2520,7ELNPQ,10272CO7ELNPQ
10273,901,Social,Blog,700,490,6PQYIG,10273SO6PQYIG
10273,205,Content,Research Paper,5900,7139,1YEPKT,10273CO1YEPKT
10273,112,Advertising,Receipt Code,2400,1584,3STHTN,10273AD3STHTN
10274,359,Telephone,Hold Message,2400,2568,7FRDPS,10274TE7FRDPS
10275,201,Content,Content marketing,2800,3584,1GIXQU,10275CO1GIXQU
10276,152,TV,Smart TV/Console App,23600,27140,1IXCPN,10276TV1IXCPN
10277,203,Content,Presentation,4000,4800,3BDCHE,10277CO3BDCHE
10277,905,Social,Influencer outreach,2100,1512,7ZRNCX,10277SO7ZRNCX
10278,401,Email,Email Blast,2800,2296,1UQFIK,10278EM1UQFIK
10279,304,Direct,Swag,7400,8066,4EPFRL,10279DI4EPFRL
10279,801,PR,Press Release,4700,4183,3CQEQG,10279PR3CQEQG
10280,503,Event,Prizes/Exhibitions,7600,5472,0PGLBD,10280EV0PGLBD
10281,801,PR,Press Release,4700,3666,2EMBHX,10281PR2EMBHX
10282,205,Content,Research Paper,5900,6726,8DZYKT,10282CO8DZYKT
10282,402,Email,Email Signature,1900,1406,4WVFEM,10282EM4WVFEM
10283,605,In-Store,Signage,3200,3584,0LUZPU,10283IN0LUZPU
10284,151,TV,Program Sponsorship,28400,24140,9GKRCQ,10284TV9GKRCQ
10285,702,Mobile,SMS,3900,4680,5PHUDS,10285MO5PHUDS
10286,102,Advertising,Billboard,9500,9690,0CCVFJ,10286AD0CCVFJ
10286,204,Content,Report Sponsorship,3600,4536,9RSWQO,10286CO9RSWQO
10287,723,Web,Microsites,2000,1420,5GTQHE,10287WE5GTQHE
10287,901,Social,Blog,700,896,6ZNASS,10287SO6ZNASS
10288,204,Content,Report Sponsorship,3600,5184,2SIRSH,10288CO2SIRSH
10288,907,Social,LinkedIn Post,1400,1400,0MBSIP,10288SO0MBSIP
10288,907,Social,LinkedIn Post,1400,1400,2JLEKV,10288SO2JLEKV
10289,203,Content,Presentation,4000,3440,8LKFTC,10289CO8LKFTC
10290,723,Web,Microsites,2000,2480,7RNTFG,10290WE7RNTFG
10290,303,Direct,Postal Mail,4800,3552,5LNVYI,10290DI5LNVYI
10291,204,Content,Report Sponsorship,3600,2844,0TZEJY,10291CO0TZEJY
10292,104,Advertising,In-game,1400,1400,8MVEEN,10292AD8MVEEN
10293,605,In-Store,Signage,3200,3648,6FUHIH,10293IN6FUHIH
10293,107,Advertising,Magazine Ad,4300,4644,8OPRRP,10293AD8OPRRP
10293,202,Content,Infographics,2900,2494,4XYCCS,10293CO4XYCCS
10293,113,Advertising,Sports Sponsorship,54700,60170,0GQOUU,10293AD0GQOUU
10293,702,Mobile,SMS,3900,4368,5NZAXR,10293MO5NZAXR
10294,104,Advertising,In-game,1400,1036,2FXMVG,10294AD2FXMVG
10295,722,Web,Ebay Store,9500,11115,9QYIFT,10295WE9QYIFT
10296,204,Content,Report Sponsorship,3600,3348,5EFUVE,10296CO5EFUVE
10296,901,Social,Blog,700,875,1OCJUV,10296SO1OCJUV
10296,906,Social,LinkedIn Group,1400,1554,0EGHAF,10296SO0EGHAF
10297,812,Search,SEO,2300,3128,7XOUWX,10297SE7XOUWX
10298,206,Content,Video,11700,12051,8YGAAP,10298CO8YGAAP
10298,605,In-Store,Signage,3200,3584,2IOQEX,10298IN2IOQEX
10299,902,Social,Facebook Page,2300,2116,5OLLMP,10299SO5OLLMP
10299,802,PR,Public Relations,6300,7938,9FAIRS,10299PR9FAIRS
10300,109,Advertising,Paid Review,1200,1404,4TALCC,10300AD4TALCC
10301,722,Web,Ebay Store,9500,4750,5WSNPD,10301WE5WSNPD
10301,902,Social,Facebook Page,2300,1771,9HYHYD,10301SO9HYHYD
10302,102,Advertising,Billboard,9500,7885,9QTYUJ,10302AD9QTYUJ
10303,201,Content,Content marketing,2800,2212,0PZSKW,10303CO0PZSKW
10303,907,Social,LinkedIn Post,1400,980,4SZLHC,10303SO4SZLHC
10304,101,Advertising,Aggregator,700,602,3CQAQB,10304AD3CQAQB
10304,205,Content,Research Paper,5900,5664,5CPFRS,10304CO5CPFRS
10305,401,Email,Email Blast,2800,2716,7OLRFF,10305EM7OLRFF
10306,304,Direct,Swag,7400,7326,7VYVTR,10306DI7VYVTR
10307,902,Social,Facebook Page,2300,1840,5UBBTI,10307SO5UBBTI
10308,106,Advertising,LinkedIn Ad,1000,930,4OORTF,10308AD4OORTF
10309,109,Advertising,Paid Review,1200,1236,0MSQWI,10309AD0MSQWI
10310,304,Direct,Swag,7400,8954,7JOYII,10310DI7JOYII
10310,904,Social,Forum,3900,1989,5SUVPL,10310SO5SUVPL
10311,802,PR,Public Relations,6300,6615,0YEEEM,10311PR0YEEEM
10312,901,Social,Blog,700,840,4LECEJ,10312SO4LECEJ
10313,205,Content,Research Paper,5900,5133,9LTDZA,10313CO9LTDZA
10313,106,Advertising,LinkedIn Ad,1000,980,3PFPEP,10313AD3PFPEP
10314,303,Direct,Postal Mail,4800,3408,6DIYNY,10314DI6DIYNY
10315,905,Social,Influencer outreach,2100,2079,8TSYCJ,10315SO8TSYCJ
10316,722,Web,Ebay Store,9500,9120,0TJKDD,10316WE0TJKDD
10316,204,Content,Report Sponsorship,3600,3708,7YQEQK,10316CO7YQEQK
10316,722,Web,Ebay Store,9500,12065,7PDMTM,10316WE7PDMTM
10317,503,Event,Prizes/Exhibitions,7600,6156,5KJMIW,10317EV5KJMIW
10317,901,Social,Blog,700,847,9KPVLM,10317SO9KPVLM
10318,304,Direct,Swag,7400,7030,4MSYFI,10318DI4MSYFI
10318,722,Web,Ebay Store,9500,6745,4TLXHO,10318WE4TLXHO
10319,150,TV,Film/TV product placement,22800,23712,3ZPULP,10319TV3ZPULP
10320,202,Content,Infographics,2900,3480,3WYGMR,10320CO3WYGMR
10320,906,Social,LinkedIn Group,1400,1498,6FKSQT,10320SO6FKSQT
10321,301,Direct,Alliance Marketing,9500,12065,9DBSYH,10321DI9DBSYH
10322,152,TV,Smart TV/Console App,23600,29500,7TNVNV,10322TV7TNVNV
10322,812,Search,SEO,2300,2323,7EERWB,10322SE7EERWB
10322,502,Event,Events,64000,68480,1OXGXI,10322EV1OXGXI
10323,201,Content,Content marketing,2800,1484,8BZSIL,10323CO8BZSIL
10324,304,Direct,Swag,7400,8288,9HWAWX,10324DI9HWAWX
10325,802,PR,Public Relations,6300,3843,4VCPFH,10325PR4VCPFH
10325,901,Social,Blog,700,595,1KKHTX,10325SO1KKHTX
10326,802,PR,Public Relations,6300,6300,8LYHFE,10326PR8LYHFE
10327,905,Social,Influencer outreach,2100,2037,8PDXHA,10327SO8PDXHA
10327,811,Search,PPC,6900,8694,0CSSSP,10327SE0CSSSP
10328,801,PR,Press Release,4700,5828,5LIVEE,10328PR5LIVEE
10328,901,Social,Blog,700,434,6HXFYU,10328SO6HXFYU
10328,603,In-Store,Loyalty card,2700,2403,2RTCST,10328IN2RTCST
10328,205,Content,Research Paper,5900,6018,0XLLDV,10328CO0XLLDV
10329,203,Content,Presentation,4000,4760,9IIHGR,10329CO9IIHGR
10330,101,Advertising,Aggregator,700,637,7CMARB,10330AD7CMARB
10330,204,Content,Report Sponsorship,3600,3636,1RUYUL,10330CO1RUYUL
10330,114,Advertising,YouTube Pre-roll,1900,1900,7ACMNM,10330AD7ACMNM
10330,359,Telephone,Hold Message,2400,2568,9UWNPW,10330TE9UWNPW
10330,701,Mobile,Mobile App,3200,3456,4CHFSA,10330MO4CHFSA
10331,906,Social,LinkedIn Group,1400,1722,5EYALZ,10331SO5EYALZ
10331,402,Email,Email Signature,1900,1843,8UNQMW,10331EM8UNQMW
10331,108,Advertising,Mobile Ad,800,928,2RIGVU,10331AD2RIGVU
10331,604,In-Store,POS displays,5200,7280,4MVOEP,10331IN4MVOEP
10331,205,Content,Research Paper,5900,4602,6CYUYW,10331CO6CYUYW
10332,702,Mobile,SMS,3900,1638,5GCNYJ,10332MO5GCNYJ
10332,906,Social,LinkedIn Group,1400,1904,0PAXTO,10332SO0PAXTO
10333,109,Advertising,Paid Review,1200,1320,9AHXKX,10333AD9AHXKX
10334,204,Content,Report Sponsorship,3600,2664,3RTCTV,10334CO3RTCTV
10334,114,Advertising,YouTube Pre-roll,1900,2527,4WECBG,10334AD4WECBG
10334,901,Social,Blog,700,735,5XFBLZ,10334SO5XFBLZ
10334,904,Social,Forum,3900,5499,0AXSYD,10334SO0AXSYD
10334,204,Content,Report Sponsorship,3600,3960,4FWYLF,10334CO4FWYLF
10335,903,Social,Facebook Post,700,462,3ENYLT,10335SO3ENYLT
10336,205,Content,Research Paper,5900,5192,8WJAAQ,10336CO8WJAAQ
10337,801,PR,Press Release,4700,4559,3IEFOD,10337PR3IEFOD
10338,105,Advertising,Insert,4400,4752,5RPEPJ,10338AD5RPEPJ
10338,302,Direct,Catalogue,24700,18278,0FLOVQ,10338DI0FLOVQ
10339,111,Advertising,Radio Ad,4100,4059,1KKEBG,10339AD1KKEBG
10339,904,Social,Forum,3900,3159,1YLDKA,10339SO1YLDKA
10339,605,In-Store,Signage,3200,3648,7KOLJY,10339IN7KOLJY
10340,303,Direct,Postal Mail,4800,3168,3AUMFJ,10340DI3AUMFJ
10341,907,Social,LinkedIn Post,1400,1610,2BUKJB,10341SO2BUKJB
10341,905,Social,Influencer outreach,2100,2835,2QHCGS,10341SO2QHCGS
10342,802,PR,Public Relations,6300,9576,1RZASO,10342PR1RZASO
10343,108,Advertising,Mobile Ad,800,728,1XGCWW,10343AD1XGCWW
10344,905,Social,Influencer outreach,2100,2793,0ILLVI,10344SO0ILLVI
10345,106,Advertising,LinkedIn Ad,1000,1010,4BDADL,10345AD4BDADL
10346,602,In-Store,Kiosk,4000,3520,7IDJOR,10346IN7IDJOR
10346,109,Advertising,Paid Review,1200,1260,7TAMPM,10346AD7TAMPM
10346,901,Social,Blog,700,952,7ERWWH,10346SO7ERWWH
10346,602,In-Store,Kiosk,4000,2280,7QIMAJ,10346IN7QIMAJ
10346,302,Direct,Catalogue,24700,19513,6ARDJN,10346DI6ARDJN
10346,721,Web,Amazon Store,2100,2772,8YWIJO,10346WE8YWIJO
10346,701,Mobile,Mobile App,3200,2912,1NOKPB,10346MO1NOKPB
10347,904,Social,Forum,3900,4719,2OHFBR,10347SO2OHFBR
10347,150,TV,Film/TV product placement,22800,22116,1THSWD,10347TV1THSWD
10348,205,Content,Research Paper,5900,6490,1XGPBY,10348CO1XGPBY
10348,904,Social,Forum,3900,5733,8ETFAG,10348SO8ETFAG
10349,602,In-Store,Kiosk,4000,3840,1QBMPP,10349IN1QBMPP
10349,204,Content,Report Sponsorship,3600,4356,6EIAMS,10349CO6EIAMS
10350,909,Social,Twitter account,1800,1926,0AJGXA,10350SO0AJGXA
10351,723,Web,Microsites,2000,1460,0DGIZV,10351WE0DGIZV
10352,905,Social,Influencer outreach,2100,2331,1ZHAUC,10352SO1ZHAUC
10352,205,Content,Research Paper,5900,5369,7ZMOLN,10352CO7ZMOLN
10353,201,Content,Content marketing,2800,2884,2RGKCE,10353CO2RGKCE
10353,204,Content,Report Sponsorship,3600,4032,8VKEJG,10353CO8VKEJG
10354,907,Social,LinkedIn Post,1400,1344,6YEBEK,10354SO6YEBEK
10354,402,Email,Email Signature,1900,1957,3MUEHU,10354EM3MUEHU
10354,205,Content,Research Paper,5900,4484,5BDIEG,10354CO5BDIEG
10354,114,Advertising,YouTube Pre-roll,1900,1995,1IQOOS,10354AD1IQOOS
10355,905,Social,Influencer outreach,2100,1239,5YLJNU,10355SO5YLJNU
10356,801,PR,Press Release,4700,4324,9OIOUX,10356PR9OIOUX
10356,906,Social,LinkedIn Group,1400,1008,4ONZHJ,10356SO4ONZHJ
10356,502,Event,Events,64000,76800,4OHNWM,10356EV4OHNWM
10356,201,Content,Content marketing,2800,3248,8IJPGV,10356CO8IJPGV
10356,501,Event,Brand Hijack,28900,22253,5ZTCON,10356EV5ZTCON
10357,702,Mobile,SMS,3900,2574,9VKWXN,10357MO9VKWXN
10357,110,Advertising,Product Packaging,4400,4136,5XLCPX,10357AD5XLCPX
10357,203,Content,Presentation,4000,4000,7VDVCE,10357CO7VDVCE
